"ID","His_Score","Ile_Score","Leu_Score","Lys_Score","SAA_Score","AAA_Score","Thr_Score","Trp_Score","Val_Score","His_Lim","Ile_Lim","Leu_Lim","Lys_Lim","SAA_Lim","AAA_Lim","Thr_Lim","Trp_Lim","Val_Lim","Limiting_AA","Limiting_AA_Score","PDCAAS"
"Sq.102.FS24",1.36,1.2375,0.937878787878788,1.0280701754386,1.41428571428571,1.26923076923077,1.14516129032258,1.45882352941176,1.11395348837209,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.778439393939394
"Sq.106.FS37",1.345,1.275,0.933333333333333,0.943859649122807,1.39642857142857,1.20192307692308,1.11935483870968,1.22352941176471,1.1093023255814,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.774666666666667
"Sq.102.FS76",1.31,1.240625,0.933333333333333,0.991228070175439,1.41785714285714,1.25,1.14193548387097,1.38823529411765,1.1,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.774666666666667
"Sq.104.FS21",1.355,1.23125,0.928787878787879,1.0140350877193,1.43928571428571,1.26346153846154,1.12903225806452,1.54117647058824,1.07906976744186,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.770893939393939
"Sq.108.FS54",1.325,1.215625,0.928787878787879,1.00350877192982,1.42142857142857,1.25961538461538,1.12258064516129,1.07058823529412,1.09767441860465,".",".","LIMITING",".",".",".",".",".",".","Leu_Score",4,0.770893939393939
"Sq.0.CO407Dave",1.34,1.21875,0.927272727272727,0.992982456140351,1.45,1.25,1.13548387096774,1.35294117647059,1.06744186046512,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.769636363636364
"Sq.104.FS28",1.295,1.175,0.924242424242424,0.998245614035088,1.49285714285714,1.27115384615385,1.16129032258065,1.47058823529412,1.05116279069767,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.767121212121212
"Sq.107.FS78",1.265,1.2375,0.918181818181818,0.929824561403509,1.38214285714286,1.24615384615385,1.11290322580645,1.18823529411765,1.0953488372093,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.762090909090909
"Sq.104.FS27",1.315,1.203125,0.915151515151515,0.998245614035088,1.47142857142857,1.26346153846154,1.10322580645161,1.12941176470588,1.1,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.759575757575758
"Sq.0.Cherry Vanilla",1.265,1.2,0.913636363636364,0.980701754385965,1.40357142857143,1.24230769230769,1.1,1.34117647058824,1.09767441860465,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.758318181818182
"Sq.104.FS88",1.265,1.196875,0.910606060606061,0.97719298245614,1.36785714285714,1.22307692307692,1.09677419354839,1.43529411764706,1.05348837209302,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.75580303030303
"Sq.108.FS11",1.25,1.1875,0.906060606060606,0.97719298245614,1.41428571428571,1.22692307692308,1.09354838709677,1.32941176470588,1.06976744186047,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.752030303030303
"Sq.107.FS65",1.29,1.209375,0.904545454545455,0.919298245614035,1.41071428571429,1.19423076923077,1.09354838709677,1.23529411764706,1.05116279069767,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.750772727272727
"Sq.104.FS45",1.255,1.203125,0.901515151515152,0.98421052631579,1.43571428571429,1.20769230769231,1.10645161290323,1.37647058823529,1.07209302325581,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.748257575757576
"Sq.104.FS20",1.27,1.190625,0.898484848484848,0.950877192982456,1.39285714285714,1.20576923076923,1.06774193548387,1.29411764705882,1.04418604651163,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.745742424242424
"Sq.104.FS59",1.275,1.18125,0.884848484848485,0.966666666666667,1.38214285714286,1.20192307692308,1.08709677419355,1.44705882352941,1.05116279069767,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.734424242424242
"Sq.102.FS52",1.215,1.15,0.862121212121212,0.910526315789474,1.28571428571429,1.175,1.0258064516129,1.37647058823529,1.01162790697674,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.715560606060606
"Sq.102.FS17",1.19,1.128125,0.857575757575758,0.921052631578947,1.22857142857143,1.15,1.03225806451613,1.44705882352941,1.0093023255814,".",".","LIMITING","LIMITING",".",".",".",".",".","Leu_Score",4,0.711787878787879
